,Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
326,Christensen Fire,Alameda,1,37.6,-121.72,2015-05-28 17:00:00+00:00,2015,242,TRUE,FALSE
396,Geary Fire,Alameda,1,37.6,-121.72,2015-07-02 04:40:00+00:00,2015,45,TRUE,FALSE
70,Highland Fire,Alameda,1,37.6,-121.72,2013-10-04 07:35:00+00:00,2013,150,TRUE,FALSE
323,Site Fire,Alameda,1,37.6,-121.72,2015-06-05 20:22:00+00:00,2015,300,TRUE,FALSE
391,Tesla Fire,Alameda,1,37.6,-121.72,2015-06-25 16:10:00+00:00,2015,53,TRUE,FALSE
321,Ione Fire,Amador,3,38.34,-120.93,2015-07-02 01:58:00+00:00,2015,355,TRUE,TRUE
605,Willow Fire,Amador,3,38.35,-120.77,2016-08-30 16:52:00+00:00,2016,19,TRUE,TRUE
109,Cedar Fire,Butte,4,39.63,-121.54,2013-05-01 04:16:00+00:00,2013,72,TRUE,TRUE
252,Honcut Fire,Butte,4,39.63,-121.54,2014-01-01 10:46:00+00:00,2014,60,TRUE,FALSE
310,Meridian Fire,Butte,4,39.63,-121.54,2015-10-03 21:15:00+00:00,2015,860,TRUE,TRUE
74,Neal Fire,Butte,4,39.63,-121.54,2013-05-22 00:56:00+00:00,2013,150,TRUE,TRUE
577,Neal Fire,Butte,4,39.63,-121.54,2016-07-28 14:27:00+00:00,2016,35,TRUE,FALSE
208,Web Fire,Butte,4,39.63,-121.54,2014-07-28 13:11:00+00:00,2014,389,TRUE,TRUE
375,Webb Fire,Butte,4,39.63,-121.54,2015-07-01 13:05:00+00:00,2015,75,TRUE,FALSE
538,Cheyenne Fire,Calaveras,5,38.2,-120.68,2016-06-15 12:46:00+00:00,2016,83,TRUE,TRUE
284,Gasquet Complex,Del Norte,8,41.71,-123.97,2015-07-31 21:00:00+00:00,2015,30361,FALSE,FALSE
289,Nickowitz Fire,Del Norte,8,41.71,-123.97,2015-08-01 23:23:00+00:00,2015,7509,FALSE,FALSE
406,Ranch Fire,El Dorado,9,38.74,-120.44,2015-07-03 09:28:00+00:00,2015,35,TRUE,FALSE
101,Butte Fire,Fresno,10,36.99,-119.23,2013-04-09 12:35:00+00:00,2013,80,TRUE,FALSE
397,FKU Lightning Fires,Fresno,10,36.99,-119.23,2015-06-05 17:00:00+00:00,2015,45,TRUE,FALSE
505,Hills Fire,Fresno,10,36.99,-119.23,2016-04-28 17:45:00+00:00,2016,151,TRUE,FALSE
380,Kerkhoff Fire,Fresno,10,36.99,-119.23,2015-07-18 16:31:00+00:00,2015,60,TRUE,FALSE
56,Daves Fire,Glenn,11,39.64,-122.45,2013-06-12 15:17:00+00:00,2013,226,FALSE,FALSE
294,Humboldt Lightning Fires,Humboldt,12,40.75,-123.87,2015-07-30 16:02:00+00:00,2015,4883,TRUE,TRUE
260,McClellan Fire,Humboldt,12,40.75,-123.87,2014-08-01 15:47:00+00:00,2014,37,TRUE,FALSE
250,June Fire,Inyo,14,36.31,-117.55,2014-09-16 19:07:00+00:00,2014,65,FALSE,FALSE
290,Round Fire,Inyo,14,36.31,-117.55,2015-02-06 14:07:00+00:00,2015,7000,TRUE,TRUE
487,Flat Fire,Kern,15,35.49,-118.86,2016-09-19 14:13:00+00:00,2016,306,TRUE,FALSE
342,Flat Fire ,Kern,15,35.49,-118.86,2015-08-20 15:57:00+00:00,2015,167,TRUE,FALSE
248,Ranch Fire,Kern,15,35.49,-118.86,2014-07-01 18:15:00+00:00,2014,70,FALSE,FALSE
1143,Twisselman Fire,Kern,15,35.49,-118.86,2018-05-16 16:30:00+00:00,2018,293,TRUE,FALSE
566,Walker Fire,Kern,15,35.49,-118.86,2016-05-30 17:57:00+00:00,2016,43,TRUE,FALSE
595,North Branch Extension Fire,Lake,17,39.1,-122.81,2016-07-29 14:55:00+00:00,2016,25,TRUE,FALSE
418,Oasis Fire,Lake,17,39.1,-122.81,2015-06-05 19:57:00+00:00,2015,25,TRUE,FALSE
234,Saratoga Fire,Lake,17,39.1,-122.81,2014-09-03 16:03:00+00:00,2014,100,TRUE,FALSE
567,Dockery Fire,Lassen,18,40.54,-120.71,2016-07-30 16:25:00+00:00,2016,42,TRUE,TRUE
357,Shinn Fire,Lassen,18,40.54,-120.71,2015-06-30 18:00:00+00:00,2015,111,FALSE,FALSE
320,Lincoln Fire,Los Angeles,19,34.02,-118.11,2015-08-16 13:30:00+00:00,2015,374,FALSE,FALSE
613,Old Fire,Los Angeles,19,34.18,-117.27,2016-06-04 16:09:00+00:00,2016,0,FALSE,FALSE
447,San Gabriel Complex (Formerly Fish & Reservoir Fires),Los Angeles,19,34.12,-117.91,2016-06-20 13:59:00+00:00,2016,5399,FALSE,FALSE
611,Sand Fire,Los Angeles,19,34.39,-118.54,2016-07-22 14:11:00+00:00,2016,0,FALSE,FALSE
322,Warm Fire,Los Angeles,19,34.05,-118.24,2015-08-16 15:30:00+00:00,2015,300,FALSE,FALSE
169,French Fire,Madera,20,37.25,-119.7,2014-07-28 05:45:00+00:00,2014,13838,FALSE,FALSE
159,Ranger Fire,Madera,20,37.25,-119.7,2013-05-12 13:02:00+00:00,2013,15,TRUE,FALSE
541,Serpa Fire,Madera,20,37.25,-119.7,2016-07-21 12:53:00+00:00,2016,80,TRUE,TRUE
315,Sky Fire,Madera,20,37.25,-119.7,2015-06-18 14:31:00+00:00,2015,500,FALSE,FALSE
195,Dark Hole Fire,Mariposa,22,37.49,-119.97,2014-07-17 01:00:00+00:00,2014,1080,FALSE,FALSE
179,El Portal Fire,Mariposa,22,37.49,-119.97,2014-07-26 17:00:00+00:00,2014,4689,FALSE,FALSE
417,Fox Fire,Mariposa,22,37.49,-119.97,2015-06-07 12:06:00+00:00,2015,25,TRUE,TRUE
198,Hunters Fire,Mariposa,22,37.49,-119.97,2014-05-26 15:33:00+00:00,2014,677,TRUE,TRUE
178,Meadow Fire,Mariposa,22,37.49,-119.97,2014-08-16 00:00:00+00:00,2014,4772,FALSE,FALSE
242,Montgomery Fire,Mariposa,22,37.49,-119.97,2014-09-07 16:46:00+00:00,2014,79,FALSE,FALSE
317,Tenaya Fire,Mariposa,22,37.49,-119.97,2015-09-07 21:23:00+00:00,2015,415,FALSE,FALSE
383,Triangle Fire,Mariposa,22,37.49,-119.97,2015-06-18 12:03:00+00:00,2015,60,TRUE,TRUE
237,Valley Fire,Mariposa,22,37.49,-119.97,2014-06-06 17:29:00+00:00,2014,90,TRUE,TRUE
206,Black Fire,Mendocino,23,39.55,-123.44,2014-09-13 15:48:00+00:00,2014,403,TRUE,TRUE
172,Lodge Lightning Complex,Mendocino,23,39.55,-123.44,2014-07-30 06:27:00+00:00,2014,12536,TRUE,TRUE
327,Mendocino National Forest Lightning Complex,Mendocino,23,39.55,-123.44,2015-07-30 14:00:00+00:00,2015,227,FALSE,FALSE
251,Nelson Fire,Mendocino,23,39.55,-123.44,2014-09-21 16:13:00+00:00,2014,62,TRUE,TRUE
157,Refuse Fire,Mendocino,23,39.55,-123.44,2013-12-30 11:00:00+00:00,2013,15,TRUE,FALSE
304,Creek Fire,Merced,24,37.2,-120.71,2015-07-31 21:37:00+00:00,2015,1450,TRUE,FALSE
215,Gun Club Fire,Merced,24,37.2,-120.71,2014-07-24 12:06:00+00:00,2014,300,TRUE,FALSE
305,McCabe Fire,Merced,24,37.2,-120.71,2015-07-18 22:27:00+00:00,2015,1333,TRUE,TRUE
398,Mason Fire ,Modoc,25,41.46,-120.63,2015-07-09 15:00:00+00:00,2015,43,FALSE,FALSE
619,Modoc July Complex,Modoc,25,41.46,-120.63,2017-07-24 12:00:00+00:00,2017,83120,FALSE,FALSE
456,Clark Fire,Mono,26,37.92,-118.95,2016-08-04 14:09:00+00:00,2016,2819,FALSE,FALSE
517,Rock Creek Fire,Mono,26,37.92,-118.95,2016-08-05 15:45:00+00:00,2016,122,FALSE,FALSE
291,Round Fire,Mono,26,37.92,-118.95,2015-02-06 14:07:00+00:00,2015,7000,TRUE,TRUE
314,Van Dyke Fire,Mono,26,37.92,-118.95,2015-02-06 16:52:00+00:00,2015,509,FALSE,FALSE
297,Walker Fire,Mono,26,37.92,-118.95,2015-08-14 21:31:00+00:00,2015,3676,FALSE,FALSE
27,Pfeiffer Fire,Monterey,27,36.31,-121.35,2013-12-16 00:20:00+00:00,2013,917,FALSE,FALSE
177,Stoney Fire,Monterey,27,36.31,-121.35,2014-06-19 15:14:00+00:00,2014,4840,FALSE,FALSE
58,Tassajara Fire,Monterey,27,36.31,-121.35,2013-07-17 13:23:00+00:00,2013,213,FALSE,FALSE
404,Garage Fire,Napa,28,38.5,-122.27,2015-06-09 15:23:00+00:00,2015,36,TRUE,TRUE
277,South Napa Earthquake,Napa,28,38.5,-122.27,2014-08-24 03:20:00+00:00,2014,6,TRUE,FALSE
274,Iowa Fire,Placer,31,39.1,-120.8,2014-07-21 14:49:00+00:00,2014,14,TRUE,FALSE
360,Riosa Fire,Placer,31,39.1,-120.8,2015-06-08 10:33:00+00:00,2015,110,TRUE,TRUE
1078,Cranston Fire,Riverside,33,33.95,-117.4,2018-07-25 11:41:00+00:00,2018,13139,FALSE,FALSE
569,Evergreen Fire,Riverside,33,33.95,-117.4,2016-08-28 15:23:00+00:00,2016,40,TRUE,FALSE
1580,Girasol Fire,Riverside,33,33.95,-117.4,2019-04-09 22:18:00+00:00,2019,30,FALSE,FALSE
382,Grapefruit Fire,Riverside,33,33.95,-117.4,2015-06-18 14:16:00+00:00,2015,60,TRUE,FALSE
370,Harrison Fire,Riverside,33,33.95,-117.4,2015-06-01 10:16:00+00:00,2015,80,TRUE,FALSE
235,Interstate Fire,Riverside,33,33.95,-117.4,2014-09-01 14:03:00+00:00,2014,100,TRUE,FALSE
44,Jurupa Fire,Riverside,33,33.95,-117.4,2013-02-28 16:43:00+00:00,2013,311,TRUE,FALSE
348,Merwin Fire,Riverside,33,33.95,-117.4,2015-07-01 20:38:00+00:00,2015,150,TRUE,FALSE
210,Pierce Fire,Riverside,33,33.95,-117.4,2014-03-15 16:37:00+00:00,2014,350,TRUE,FALSE
243,Sabina Fire,Riverside,33,33.95,-117.4,2014-07-23 10:47:00+00:00,2014,78,TRUE,FALSE
275,Santa Fire,Riverside,33,33.95,-117.4,2014-06-04 15:18:00+00:00,2014,14,TRUE,FALSE
419,Snow Fire,Riverside,33,33.95,-117.4,2015-06-05 13:32:00+00:00,2015,25,TRUE,FALSE
493,King Fire ,San Benito,35,36.58,-120.99,2016-06-17 14:30:00+00:00,2016,237,TRUE,TRUE
379,Scales Fire,San Bernardino,36,34.96,-116.42,2015-08-01 13:04:00+00:00,2015,65,FALSE,FALSE
1016,Dehesa Fire,San Diego,37,32.72,-117.16,2017-06-04 11:04:00+00:00,2017,12,TRUE,FALSE
254,Freeway Fire ,San Diego,37,32.72,-117.16,2014-05-14 17:43:00+00:00,2014,56,TRUE,FALSE
301,Horno Fire,San Diego,37,32.72,-117.16,2015-08-13 13:03:00+00:00,2015,1850,FALSE,FALSE
168,Pulgas Fire,San Diego,37,32.72,-117.16,2014-05-15 14:45:00+00:00,2014,14416,FALSE,FALSE
232,River Fire,San Diego,37,32.72,-117.16,2014-05-14 12:12:00+00:00,2014,105,FALSE,FALSE
131,Valley Fire,San Diego,37,32.72,-117.16,2013-09-26 17:29:00+00:00,2013,40,TRUE,FALSE
353,Collier Fire,San Joaquin,39,37.92,-121.17,2015-06-18 14:09:00+00:00,2015,122,TRUE,FALSE
302,Park Hill Fire,San Luis Obispo,40,35.31,-120.44,2015-06-20 14:41:00+00:00,2015,1791,TRUE,TRUE
453,Roberts Fire,San Luis Obispo,40,35.31,-120.44,2016-05-18 14:27:00+00:00,2016,3712,TRUE,FALSE
332,Mesa Fire,Santa Barbara,42,34.42,-119.7,2015-06-29 13:11:00+00:00,2015,211,FALSE,FALSE
1368,Montecito Flooding / Mudflows,Santa Barbara,42,34.42,-119.7,2018-01-09 04:00:00+00:00,2018,0,FALSE,TRUE
436,Rey Fire ,Santa Barbara,42,34.42,-119.7,2016-08-18 17:57:00+00:00,2016,32606,TRUE,FALSE
240,Casa Fire,Santa Clara,43,37.33,-121.89,2014-08-28 15:10:00+00:00,2014,80,TRUE,FALSE
226,Curie Fire,Santa Clara,43,37.33,-121.89,2014-06-30 14:10:00+00:00,2014,125,TRUE,FALSE
399,Highway Fire,Santa Clara,43,37.33,-121.89,2015-06-30 15:23:00+00:00,2015,42,TRUE,FALSE
328,Pacheco Fire,Santa Clara,43,37.33,-121.89,2015-09-09 15:58:00+00:00,2015,215,TRUE,FALSE
608,Fiddler Fire,Shasta,45,40.79,-121.85,2016-05-25 16:51:00+00:00,2016,11,TRUE,FALSE
142,Honey Fire,Shasta,45,40.79,-121.85,2013-08-04 18:00:00+00:00,2013,34,TRUE,FALSE
968,Platina Fire,Shasta,45,40.79,-121.85,2017-06-13 12:47:00+00:00,2017,21,TRUE,FALSE
163,July Complex,Siskiyou,47,41.77,-122.58,2014-08-02 09:00:00+00:00,2014,50042,FALSE,FALSE
386,Military Fire,Siskiyou,47,41.77,-122.58,2015-10-10 12:00:00+00:00,2015,58,FALSE,FALSE
553,Mill Fire,Siskiyou,47,41.77,-122.58,2016-05-19 15:37:00+00:00,2016,56,TRUE,FALSE
377,Prairie Fire,Siskiyou,47,41.77,-122.58,2015-08-20 16:00:00+00:00,2015,69,FALSE,FALSE
263,Siskiyou County Lightning Fires,Siskiyou,47,41.77,-122.58,2014-07-29 13:00:00+00:00,2014,30,TRUE,TRUE
133,Trout Fire,Siskiyou,47,41.77,-122.58,2013-07-31 15:25:00+00:00,2013,40,TRUE,FALSE
525,Diablo Fire,Stanislaus,50,37.51,-120.99,2016-08-03 16:08:00+00:00,2016,100,TRUE,FALSE
261,Lake Fire,Stanislaus,50,37.51,-120.99,2014-05-27 11:23:00+00:00,2014,37,TRUE,FALSE
511,Maze Fire,Stanislaus,50,37.51,-120.99,2016-08-04 15:45:00+00:00,2016,140,TRUE,FALSE
607,Collier Fire,Tehama,52,40.1,-122.17,2016-07-25 16:55:00+00:00,2016,11,TRUE,FALSE
102,Tehama Fire,Tehama,52,40.1,-122.17,2013-09-15 17:39:00+00:00,2013,75,TRUE,FALSE
282,Fork Complex,Trinity,53,40.63,-123.06,2015-07-30 21:30:00+00:00,2015,36503,FALSE,FALSE
429,Mad River Complex,Trinity,53,40.63,-123.06,2015-07-30 16:00:00+00:00,2015,0,FALSE,FALSE
280,River Complex,Trinity,53,40.63,-123.06,2015-07-30 22:30:00+00:00,2015,77081,FALSE,FALSE
285,South Complex,Trinity,53,40.63,-123.06,2015-07-30 16:00:00+00:00,2015,29416,FALSE,FALSE
639,Schaeffer Fire,Tulare,54,36.13,-118.86,2017-06-24 16:16:00+00:00,2017,16031,FALSE,FALSE
1284,Wilcox Fire,Tulare,54,36.13,-118.86,2018-02-18 13:45:00+00:00,2018,33,TRUE,FALSE
558,Casitas Fire,Ventura,56,34.37,-119.14,2016-04-28 19:00:00+00:00,2016,50,FALSE,FALSE
324,Chorro Fire,Ventura,56,34.37,-119.14,2015-08-02 13:15:00+00:00,2015,282,FALSE,FALSE
604,Edison Fire,Ventura,56,34.37,-119.14,2016-05-12 14:13:00+00:00,2016,20,TRUE,FALSE
267,Foothill Fire ,Ventura,56,34.37,-119.14,2014-09-29 19:35:00+00:00,2014,25,TRUE,FALSE
125,Happy Camp Fire,Ventura,56,34.37,-119.14,2013-12-10 02:26:00+00:00,2013,44,FALSE,FALSE
1369,Montecito Flooding / Mudflows,Ventura,56,34.37,-119.14,2018-01-09 04:00:00+00:00,2018,0,FALSE,TRUE
344,River Fire,Ventura,56,34.37,-119.14,2015-06-22 07:00:00+00:00,2015,164,FALSE,FALSE
337,Rustic Fire,Ventura,56,34.37,-119.14,2015-08-14 15:22:00+00:00,2015,186,FALSE,FALSE
4,Springs Fire,Ventura,56,34.37,-119.14,2013-05-02 07:01:00+00:00,2013,24251,TRUE,TRUE
1561,Diversion Fire,Riverside,33,33.69,-114.57,2019-05-30 12:41:00+00:00,2019,45,TRUE,FALSE
1635,Johnson Fire ,Riverside,33,33.45,-116.06,2019-10-14 15:32:20+00:00,2019,0,FALSE,FALSE
881,Serenas Fire,Riverside,33,33.59,-116.07,2017-05-28 15:27:00+00:00,2017,48,TRUE,FALSE
1005,66 Fire,Riverside,33,33.57,-116.08,2017-04-13 02:30:00+00:00,2017,15,TRUE,FALSE
1529,Lincoln Fire,Riverside,33,33.57,-116.08,2019-07-12 17:15:31+00:00,2019,80,TRUE,FALSE
1365,70th Fire,Riverside,33,33.54,-116.1,2018-05-28 07:23:00+00:00,2018,10,TRUE,FALSE
132,Pierce Fire,Riverside,33,33.57,-116.11,2013-08-16 13:31:00+00:00,2013,40,TRUE,FALSE
1548,66 Fire,Riverside,33,33.57,-116.15,2019-05-29 21:06:00+00:00,2019,55,FALSE,FALSE
1263,Martinez Fire,Riverside,33,33.57,-116.15,2018-07-23 14:55:00+00:00,2018,40,TRUE,FALSE
1328,Tyler Fire,Riverside,33,33.71,-116.16,2018-04-15 04:38:00+00:00,2018,15,TRUE,TRUE
136,54 Fire,Riverside,33,33.66,-116.16,2013-05-16 13:48:00+00:00,2013,40,TRUE,TRUE
1498,Shady Fire,Riverside,33,33.65,-116.17,2019-05-18 22:53:00+00:00,2019,130,TRUE,FALSE
253,Van Buren Fire,Riverside,33,33.6,-116.2,2014-03-28 14:31:00+00:00,2014,57,TRUE,FALSE
265,Jacumba Fire,San Diego,37,32.66,-116.22,2014-05-05 16:36:00+00:00,2014,29,TRUE,FALSE
959,Ribbonwood Fire,San Diego,37,32.68,-116.29,2017-05-24 15:30:00+00:00,2017,25,TRUE,FALSE
807,Church Fire,San Diego,37,32.65,-116.37,2017-10-21 13:04:00+00:00,2017,100,TRUE,FALSE
756,Eclipse Fire,San Diego,37,32.65,-116.43,2017-08-21 14:00:00+00:00,2017,200,TRUE,TRUE
1388,La Barisa Fire,San Bernardino,36,34.2,-116.44,2019-08-03 17:22:51+00:00,2019,26,TRUE,FALSE
850,Montezuma Fire,San Diego,37,33.21,-116.47,2017-08-26 11:30:00+00:00,2017,62,TRUE,FALSE
11,Chariot Fire,San Diego,37,32.95,-116.47,2013-07-06 12:55:00+00:00,2013,7055,TRUE,TRUE
1150,Recycle Fire,San Diego,37,32.63,-116.47,2018-06-06 09:46:00+00:00,2018,265,TRUE,TRUE
227,Gun Fire,San Diego,37,32.81,-116.49,2014-03-08 12:30:00+00:00,2014,125,FALSE,FALSE
900,Palm Fire,Riverside,33,33.9,-116.5,2017-11-14 16:11:00+00:00,2017,40,TRUE,FALSE
1160,Ribbon Fire,Riverside,33,33.57,-116.5,2018-07-26 10:12:00+00:00,2018,205,TRUE,FALSE
952,Wilson Fire,San Diego,37,33.19,-116.51,2017-10-15 14:05:00+00:00,2017,25,TRUE,FALSE
25,General Fire,San Diego,37,33.04,-116.52,2013-05-26 12:04:00+00:00,2013,1271,TRUE,TRUE
413,Park Fire,San Diego,37,32.68,-116.52,2015-07-24 12:43:00+00:00,2015,25,TRUE,FALSE
18,San Felipe Fire,San Diego,37,33.12,-116.53,2013-05-23 12:20:00+00:00,2013,2781,TRUE,TRUE
313,Anza Fire,Riverside,33,33.57,-116.54,2015-08-10 11:44:00+00:00,2015,543,TRUE,FALSE
998,Matz Fire,San Bernardino,36,34.04,-116.55,2017-05-29 01:20:00+00:00,2017,16,TRUE,FALSE
220,Banner Fire,San Diego,37,33.08,-116.58,2014-07-03 10:43:00+00:00,2014,217,TRUE,TRUE
652,Manzanita Fire,Riverside,33,33.53,-116.59,2017-06-26 15:10:00+00:00,2017,6309,TRUE,FALSE
1346,Volcan Fire,San Diego,37,33.12,-116.59,2018-05-10 20:41:00+00:00,2018,12,TRUE,FALSE
606,Shelter Fire,Ventura,56,33.12,-116.59,2016-07-11 12:58:00+00:00,2016,15,TRUE,FALSE
951,Fairview Fire,Riverside,33,33.95,-116.6,2017-06-01 16:12:00+00:00,2017,26,TRUE,FALSE
113,Tram Fire,Riverside,33,33.95,-116.61,2013-08-06 13:39:00+00:00,2013,60,FALSE,FALSE
954,Border 9 Fire,San Diego,37,32.59,-116.62,2017-09-07 15:41:00+00:00,2017,25,TRUE,FALSE
1627,Bailey Fire,Riverside,33,33.5,-116.63,2019-09-10 10:43:58+00:00,2019,10,TRUE,FALSE
440,Border Fire,San Diego,37,32.61,-116.63,2016-06-19 11:03:00+00:00,2016,7609,TRUE,TRUE
97,Water Fire,Riverside,33,33.96,-116.65,2013-05-21 14:16:00+00:00,2013,90,TRUE,FALSE
744,Lost Fire,San Diego,37,33.35,-116.66,2017-07-22 15:00:00+00:00,2017,255,TRUE,FALSE
91,Little Fire,San Bernardino,36,33.64,-116.71,2013-08-24 15:09:00+00:00,2013,97,FALSE,FALSE
153,Flume Fire,San Diego,37,32.61,-116.71,2013-07-28 09:43:00+00:00,2013,25,TRUE,FALSE
2,Mountain Fire,Riverside,33,33.71,-116.73,2013-07-15 13:43:00+00:00,2013,27531,TRUE,FALSE
1232,Benton Fire,Riverside,33,33.56,-116.73,2018-07-04 14:20:00+00:00,2018,63,TRUE,FALSE
415,Lake Fire,San Diego,37,33.21,-116.73,2015-07-16 11:30:00+00:00,2015,25,TRUE,FALSE
1127,West Fire,San Diego,37,32.83,-116.73,2018-07-06 23:39:00+00:00,2018,504,TRUE,TRUE
1510,Sawday Fire ,San Diego,37,33.06,-116.74,2019-10-25 10:52:04+00:00,2019,97,TRUE,TRUE
52,Lyon Fire,San Diego,37,32.71,-116.75,2013-09-09 13:09:00+00:00,2013,263,TRUE,TRUE
1508,Border Fire,San Diego,37,32.57,-116.75,2019-07-12 13:20:39+00:00,2019,100,TRUE,FALSE
1357,Building Fire,San Diego,37,32.62,-116.76,2018-07-06 10:11:00+00:00,2018,10,TRUE,FALSE
1527,Border 9 Fire,San Diego,37,32.57,-116.76,2019-08-15 16:24:24+00:00,2019,80,TRUE,FALSE
916,Black Fire,San Diego,37,33.17,-116.77,2017-06-25 12:09:00+00:00,2017,36,TRUE,FALSE
1329,Casner Fire,San Diego,37,33.06,-116.77,2018-08-06 10:31:00+00:00,2018,14,TRUE,FALSE
788,Border Fire,San Diego,37,32.6,-116.77,2017-09-01 04:20:00+00:00,2017,130,TRUE,TRUE
1524,Meadow Fire,Riverside,33,33.51,-116.79,2019-07-16 13:45:43+00:00,2019,81,TRUE,FALSE
1334,Cinnamon Fire,San Diego,37,33.05,-116.79,2018-07-20 13:07:00+00:00,2018,13,TRUE,TRUE
527,Feather Fire,San Diego,37,32.96,-116.79,2016-07-18 13:08:00+00:00,2016,100,TRUE,FALSE
1480,Bautista Fire,Riverside,33,33.63,-116.8,2019-09-15 20:13:05+00:00,2019,167,FALSE,FALSE
1488,Dehesa Fire,San Diego,37,32.77,-116.8,2019-07-28 19:51:55+00:00,2019,150,TRUE,FALSE
1473,Dehesa Fire ,San Diego,37,32.79,-116.81,2019-09-24 15:00:00+00:00,2019,200,TRUE,TRUE
673,Gate Fire,San Diego,37,32.66,-116.81,2017-05-20 23:19:00+00:00,2017,2056,TRUE,TRUE
816,Reed Fire,Riverside,33,33.57,-116.82,2017-08-07 14:14:00+00:00,2017,92,TRUE,TRUE
1313,Bridle Fire,Riverside,33,33.52,-116.82,2018-06-14 17:02:00+00:00,2018,20,TRUE,FALSE
685,Holcomb Fire,San Bernardino,36,34.3,-116.83,2017-06-19 15:05:00+00:00,2017,1503,FALSE,FALSE
1552,Copper Fire,San Diego,37,32.56,-116.83,2019-10-31 06:39:56+00:00,2019,50,TRUE,FALSE
161,Hathaway Fire,Riverside,33,34.0,-116.84,2013-06-09 12:30:00+00:00,2013,0,FALSE,FALSE
1389,Vista Fire,San Diego,37,32.79,-116.84,2019-07-17 17:42:04+00:00,2019,25,TRUE,TRUE
976,Reed Fire,Riverside,33,33.53,-116.85,2017-06-13 17:21:00+00:00,2017,20,TRUE,FALSE
339,Wildcat Fire,San Diego,37,32.94,-116.85,2015-06-17 17:03:00+00:00,2015,171,TRUE,FALSE
728,Jennings Fire,San Diego,37,32.85,-116.85,2017-07-11 13:45:00+00:00,2017,400,TRUE,TRUE
956,Sloane Fire,San Diego,37,32.78,-116.85,2017-06-27 09:38:00+00:00,2017,25,TRUE,FALSE
35,Gorgonio Fire,Riverside,33,33.89,-116.86,2013-05-04 11:43:00+00:00,2013,510,TRUE,FALSE
1572,Yucca Fire,Riverside,33,33.45,-116.86,2019-08-22 19:31:10+00:00,2019,34,TRUE,FALSE
343,Cutca Fire,San Diego,37,33.38,-116.87,2015-07-24 16:18:00+00:00,2015,167,FALSE,FALSE
1591,Border 10 Fire,San Diego,37,32.56,-116.87,2019-08-25 16:15:15+00:00,2019,25,TRUE,FALSE
1297,Border Fire,San Diego,37,32.56,-116.87,2018-07-17 14:05:00+00:00,2018,28,TRUE,FALSE
1597,Border Fire,San Diego,37,32.56,-116.87,2019-05-13 18:46:00+00:00,2019,22,TRUE,FALSE
387,Summit Fire,San Bernardino,36,34.23,-116.88,2015-08-23 12:25:00+00:00,2015,55,FALSE,FALSE
803,Canyon Fire,Riverside,33,33.95,-116.88,2017-06-15 11:36:00+00:00,2017,105,TRUE,FALSE
714,Mias Fire,Riverside,33,33.95,-116.88,2017-08-14 15:45:00+00:00,2017,545,TRUE,TRUE
1036,Shirleon Fire ,Riverside,33,33.87,-116.88,2017-06-04 16:48:00+00:00,2017,10,TRUE,FALSE
1551,Willow Fire,San Diego,37,32.88,-116.88,2019-09-25 14:17:25+00:00,2019,52,FALSE,FALSE
283,Lake Fire,San Bernardino,36,34.16,-116.89,2015-06-17 15:52:00+00:00,2015,31359,TRUE,FALSE
6,Silver Fire,Riverside,33,33.86,-116.9,2013-08-07 14:05:00+00:00,2013,20292,TRUE,TRUE
1381,Wolf Fire,Riverside,33,33.86,-116.9,2019-10-10 18:36:46+00:00,2019,75,TRUE,FALSE
1154,Rangeland Fire,San Diego,37,33.08,-116.9,2018-08-09 13:09:00+00:00,2018,250,TRUE,FALSE
271,Border Fire,San Diego,37,32.59,-116.9,2014-08-16 16:22:00+00:00,2014,20,TRUE,FALSE
88,Border Fire,San Diego,37,32.56,-116.9,2013-05-22 16:14:00+00:00,2013,100,TRUE,FALSE
155,Cherry Fire,Riverside,33,33.96,-116.91,2013-05-20 13:47:00+00:00,2013,25,TRUE,FALSE
980,Longhorn Fire,Riverside,33,33.89,-116.91,2017-12-13 15:27:00+00:00,2017,19,TRUE,FALSE
1393,Sage Fire,Riverside,33,33.46,-116.91,2019-08-27 11:33:56+00:00,2019,12,TRUE,FALSE
1585,Otay Fire,San Diego,37,32.62,-116.91,2019-06-29 11:11:55+00:00,2019,28,TRUE,FALSE
1133,Pasqual Fire,San Diego,37,33.08,-116.92,2018-07-27 13:28:00+00:00,2018,365,TRUE,TRUE
1362,Green Fire,San Diego,37,32.75,-116.92,2018-06-03 18:23:00+00:00,2018,10,FALSE,FALSE
1300,Soboba Fire,Riverside,33,33.8,-116.93,2018-09-14 19:32:00+00:00,2018,25,FALSE,FALSE
16,Summit Fire,Riverside,33,34.29,-116.94,2013-05-01 12:38:00+00:00,2013,3166,TRUE,TRUE
147,Fawnskin Fire,San Bernardino,36,34.29,-116.94,2013-04-20 17:30:00+00:00,2013,30,FALSE,FALSE
815,Oak Fire,San Bernardino,36,34.04,-116.94,2017-11-29 12:19:00+00:00,2017,99,TRUE,FALSE
1602,Gibbel Fire ,Riverside,33,33.69,-116.95,2019-07-11 16:27:17+00:00,2019,20,TRUE,FALSE
369,Otay Fire,San Diego,37,32.64,-116.95,2015-06-26 16:06:00+00:00,2015,80,TRUE,FALSE
