County,Year,Name,County IDs,Latitude,Longitude,Started,Acres Burned,Cal Fire Incident,Major Incident,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F),MWh,Ocean Proximity,Population,Households,Average Income,Average House Value
Riverside,2019,46 Fire,33,33.99,-117.41,2019-10-31 06:22:34+00:00,328,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Monterey,2019,Lake Fire,27,35.91,-120.98,2019-07-29 15:43:48+00:00,316,t,f,362.53000000000003,152.5800000000002,418.58410548823946,12.151104775481107,103.9,24.5,56.57747683535287,100,0,76.77940128296507,48.93820384889527,4.903385602280834,61.132893799002154,2470.65,<1H OCEAN,346310,112784,38735,227568
Butte,2019,Hwy Fire,4,39.62,-121.69,2019-09-28 17:48:10+00:00,300,t,f,98.34000000000007,56.600000000000016,424.3328729281768,12.621132596685092,103.9,26.7,60.62707182320437,100,1,67.6671270718232,49.05676795580114,3.685911602209949,61.37334254143648,1396.25,INLAND,182120,71665,23777,90108
San Joaquin,2019,Hollow Fire,39,37.63,-121.54,2019-07-03 15:34:12+00:00,283,t,f,211.07000000000016,59.89000000000002,439.95762711864404,12.281355932203375,104.7,23.8,60.18128531073453,100,0,68.79237288135593,49.03170903954805,4.930014124293791,60.783686440678046,5583.34,INLAND,477524,157688,32845,130474
Trinity,2019,Rams Horn Fire,53,41.15,-122.63,2019-09-07 08:49:58+00:00,280,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,135.05,INLAND,13063,5156,20073,70718
Monterey,2019,Mill Fire,27,36.01,-121.47,2019-07-30 13:28:17+00:00,280,f,f,362.53000000000003,152.5800000000002,418.58410548823946,12.151104775481107,103.9,24.5,56.57747683535287,100,0,76.77940128296507,48.93820384889527,4.903385602280834,61.132893799002154,2470.65,<1H OCEAN,346310,112784,38735,227568
Ventura,2019,Snail Fire,56,34.71,-119.35,2019-09-01 17:37:43+00:00,279,f,f,141.3199999999999,66.74000000000004,473.423828125,12.518652343749991,98,30.9,60.66259765624999,100,0,68.1640625,48.698925781250054,3.795312499999995,63.82695312499995,5344.04,<1H OCEAN,663408,215793,47464,261187
Lassen,2019,Snowstorm Fire,18,40.68,-120.39,2019-07-05 16:37:04+00:00,263,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,403.76,INLAND,27214,8543,27049,76176
Lassen,2019,R-6 Fire,18,40.54,-120.61,2019-09-06 13:20:00+00:00,260,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,403.76,INLAND,27214,8543,27049,76176
Tulare,2019,Citrus Fire,54,36.18,-118.99,2019-06-02 16:12:00+00:00,257,t,f,163.5800000000001,36.789999999999985,459.72983114446527,11.377767354596623,107.3,23.2,62.34896810506564,100,1,59.57598499061913,46.8375234521576,3.1190431519699815,66.49934333958723,4162.2,INLAND,309025,97400,25904,79152
Riverside,2019,Sycamore Fire,33,33.94,-117.31,2019-09-07 20:31:46+00:00,250,f,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Trinity,2019,Henthorne Fire,53,40.06,-123.22,2019-09-05 09:25:00+00:00,244,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,135.05,INLAND,13063,5156,20073,70718
Mariposa,2019,Lake Fire,22,37.52,-120.3,2019-07-08 15:30:14+00:00,244,t,f,108.45999999999992,27.220000000000006,439.4726507713885,11.5765778401122,104.8,22.9,60.41122019635339,100,14,64.57363253856943,47.47755960729312,4.600701262272093,61.62917251051892,109.73,INLAND,14302,5604,26091,100178
Alameda,2019,Harte Fire,1,37.71,-121.84,2019-08-09 15:09:50+00:00,240,f,f,141.8700000000001,57.87000000000009,430.44684854186266,11.761335841956715,101.6,26.8,57.89623706491065,100,9,70.88334901222954,47.97704609595478,3.985042333019755,60.73621825023519,10684.09,<1H OCEAN,1257144,475074,43726,228486
Siskiyou,2019,Kidder 2 Fire,47,41.49,-123.21,2019-09-07 08:47:46+00:00,227,f,f,149.45000000000041,45.710000000000015,373.15271317829456,7.281317829457368,96.9,-5,46.4368217054264,100,0,66.1062015503876,34.80705426356587,4.401937984496126,50.90984496124037,495.64,INLAND,43531,17302,21730,68233
Mendocino,2019,Moose Fire,23,39.01,-123.2,2019-08-12 17:10:00+00:00,225,t,t,40.04000000000004,12.489999999999998,462.2350597609562,11.534661354581665,105.7,21.3,60.410358565737035,97,9,63.254980079681275,47.16932270916331,3.6924302788844603,61.745019920318725,562.26,<1H OCEAN,79891,30231,26864,122931
San Luis Obispo,2019,Lopez Fire,40,35.21,-120.46,2019-09-21 14:26:00+00:00,220,f,t,195.15999999999988,69.71000000000019,439.9033149171271,11.583563535911594,101.6,22.3,57.36035911602216,100,3,71.97582872928177,47.582734806629894,3.462569060773476,61.41401933701658,1707.39,<1H OCEAN,215857,79734,32509,217929
Riverside,2019,Wolf Fire ,33,33.91,-116.98,2019-06-29 12:54:13+00:00,214,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Madera,2019,Madera Fire ,20,37.02,-119.93,2019-07-15 18:19:31+00:00,213,t,f,465.42999999999955,77.31000000000003,464.2555034283652,10.797149043666558,108.7,22.8,63.23367015517857,100,1,55.79971129556117,45.394117647058785,4.5240346445326685,64.73922771562614,1568.01,INLAND,90967,29446,28228,89203
Merced,2019,Merced Fire ,24,37.31,-120.24,2019-06-29 15:09:52+00:00,210,t,f,108.45999999999992,27.220000000000006,439.4726507713885,11.5765778401122,104.8,22.9,60.41122019635339,100,14,64.57363253856943,47.47755960729312,4.600701262272093,61.62917251051892,3698.61,INLAND,176457,55077,26798,94462
Santa Clara,2019,Malech Fire,43,37.22,-121.71,2019-06-09 14:29:00+00:00,210,t,f,46.690000000000005,16.789999999999992,456.6623376623377,12.408441558441552,102.9,25.6,59.2311688311688,100,10,71.69155844155844,49.33474025974026,5.12077922077922,61.84285714285709,16664.46,<1H OCEAN,1486054,518634,55196,309327
Kern,2019,Tejon Fire,15,34.9,-118.92,2019-07-21 15:30:17+00:00,208,f,f,296.76000000000033,64.22999999999999,479.12663495838285,10.219916765755046,108.8,19,64.10856123662305,100,3,51.12068965517241,43.39120095124851,4.442925089179549,66.40677764565986,17105.08,INLAND,528995,179480,30395,84960
Siskiyou,2019,Lumgrey Fire,47,39.29,-121.86,2019-06-17 17:50:00+00:00,207,f,f,149.45000000000041,45.710000000000015,373.15271317829456,7.281317829457368,96.9,-5,46.4368217054264,100,0,66.1062015503876,34.80705426356587,4.401937984496126,50.90984496124037,495.64,INLAND,43531,17302,21730,68233
Stanislaus,2019,Milton Fire ,50,37.94,-120.84,2019-07-15 10:49:00+00:00,202,t,f,158.09999999999997,41.69000000000004,446.04820415879016,12.820132325141776,101.5,24.6,60.777977315689846,100,0,70.16446124763705,50.1052930056711,4.785255198487716,61.46294896030247,4750.06,INLAND,370481,125365,30382,133591
San Bernardino,2019,Hillside Fire,36,34.18,-117.28,2019-10-31 06:53:47+00:00,200,f,f,283.5400000000004,75.29000000000009,471.912558685446,8.016079812206575,117.7,-4.3,58.487558685446,100,0,49.056338028169016,36.27611502347421,4.704694835680755,56.377171361502526,14987.21,<1H OCEAN,1406961,464114,34659,127901
Contra Costa,2019,Cypress Complex,7,37.99,-121.64,2019-10-27 08:50:23+00:00,200,f,f,239.88999999999962,108.86000000000018,423.4190966266438,11.605831903945091,105.5,23.3,58.38662092624347,100,8,69.4865637507147,47.36335048599205,5.006003430531732,60.77175528873645,9639.41,<1H OCEAN,805315,301861,50644,233896
Ventura,2019,Olivas Fire,56,34.24,-119.2,2019-10-11 15:57:10+00:00,200,f,f,141.3199999999999,66.74000000000004,473.423828125,12.518652343749991,98,30.9,60.66259765624999,100,0,68.1640625,48.698925781250054,3.795312499999995,63.82695312499995,5344.04,<1H OCEAN,663408,215793,47464,261187
San Diego,2019,Dehesa Fire ,37,32.79,-116.81,2019-09-24 15:00:00+00:00,200,t,t,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
Santa Barbara,2019,McMurray Fire,42,34.63,-120.19,2019-09-09 17:42:43+00:00,200,f,f,167.79000000000013,40.560000000000045,434.1883445945946,11.09383445945946,104.3,19.6,58.83707770270264,100,2,65.21621621621621,45.721959459459505,4.078293918918911,66.71951013513517,2757.61,<1H OCEAN,356294,125486,42938,274577
Lassen,2019,Doyle Fire,18,40.07,-120.16,2019-07-14 14:02:31+00:00,193,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,403.76,INLAND,27214,8543,27049,76176
Stanislaus,2019,Stuhr Fire ,50,37.33,-121.11,2019-09-11 11:25:43+00:00,190,t,f,158.09999999999997,41.69000000000004,446.04820415879016,12.820132325141776,101.5,24.6,60.777977315689846,100,0,70.16446124763705,50.1052930056711,4.785255198487716,61.46294896030247,4750.06,INLAND,370481,125365,30382,133591
Monterey,2019,Sargent Fire,27,35.95,-120.81,2019-07-09 21:43:36+00:00,190,t,f,362.53000000000003,152.5800000000002,418.58410548823946,12.151104775481107,103.9,24.5,56.57747683535287,100,0,76.77940128296507,48.93820384889527,4.903385602280834,61.132893799002154,2470.65,<1H OCEAN,346310,112784,38735,227568
Solano,2019,Marshview Fire,48,38.16,-122.12,2019-07-24 12:28:45+00:00,183,t,f,111.20000000000013,47.949999999999996,450.303324099723,11.794321329639894,103.5,24.1,59.373961218836506,100,11,68.09418282548476,47.782825484764466,6.536565096952908,59.380747922437614,3226.6,INLAND,335352,112596,40955,155272
Kern,2019,Vulcan Fire,15,35.04,-119.19,2019-05-03 15:04:00+00:00,172,t,f,296.76000000000033,64.22999999999999,479.12663495838285,10.219916765755046,108.8,19,64.10856123662305,100,3,51.12068965517241,43.39120095124851,4.442925089179549,66.40677764565986,17105.08,INLAND,528995,179480,30395,84960
Riverside,2019,Bautista Fire,33,33.63,-116.8,2019-09-15 20:13:05+00:00,167,f,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
San Benito,2019,Antelope Fire,35,36.6,-120.84,2019-09-02 15:40:37+00:00,167,t,f,98.57000000000004,33.71999999999999,436.05307262569835,11.273463687150846,104.1,24.9,57.15754189944136,99,8,70.00418994413408,46.820949720670356,3.6893854748603365,60.13603351955296,379.87,<1H OCEAN,36697,11422,35586,218650
Kings,2019,York Fire,16,35.82,-120.1,2019-04-28 22:20:00+00:00,161,t,f,59.34,9.789999999999997,416.14246575342463,11.111506849315068,106.3,25.3,63.924657534246606,100,9,56.64931506849315,46.34876712328765,5.026575342465746,64.60712328767124,1583.07,INLAND,90471,28617,26931,77963
Shasta,2019,Cottage Fire,45,40.48,-122.16,2019-08-15 15:09:55+00:00,156,t,t,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,1535.59,INLAND,147036,55966,26161,91451
Los Angeles,2019,Five Fire,19,34.68,-118.75,2019-08-03 17:01:15+00:00,156,f,f,553.7700000000013,196.67999999999992,454.3899560922064,11.335647639956079,119.8,12.5,62.013611416026386,100,2,59.339462129527995,45.58479692645445,4.074972557628975,62.88644346871567,66118.67,<1H OCEAN,8777895,2970038,43788,255083
San Bernardino,2019,Star Fire,36,34,-117.77,2019-07-28 13:20:11+00:00,156,f,f,283.5400000000004,75.29000000000009,471.912558685446,8.016079812206575,117.7,-4.3,58.487558685446,100,0,49.056338028169016,36.27611502347421,4.704694835680755,56.377171361502526,14987.21,<1H OCEAN,1406961,464114,34659,127901
Tulare,2019,Spruce Fire,54,36.28,-119.11,2019-06-01 15:49:00+00:00,155,t,f,163.5800000000001,36.789999999999985,459.72983114446527,11.377767354596623,107.3,23.2,62.34896810506564,100,1,59.57598499061913,46.8375234521576,3.1190431519699815,66.49934333958723,4162.2,INLAND,309025,97400,25904,79152
Contra Costa,2019,Sky Fire ,7,38.04,-122.22,2019-10-27 11:29:03+00:00,150,t,f,239.88999999999962,108.86000000000018,423.4190966266438,11.605831903945091,105.5,23.3,58.38662092624347,100,8,69.4865637507147,47.36335048599205,5.006003430531732,60.77175528873645,9639.41,<1H OCEAN,805315,301861,50644,233896
San Diego,2019,Dehesa Fire,37,32.77,-116.8,2019-07-28 19:51:55+00:00,150,t,f,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
Placer,2019,Dyer Fire,31,38.74,-121.39,2019-06-26 22:43:07+00:00,148,t,f,50.83999999999996,38.35000000000001,402.1735537190083,10.72782369146006,103.1,28.2,61.747382920110184,100,8,58.37190082644628,45.27134986225893,3.355647382920112,65.80303030303031,2914.87,INLAND,173793,64326,39368,172386
San Bernardino,2019,Old Water Fire,36,34.18,-117.27,2019-10-24 04:53:17+00:00,145,f,f,283.5400000000004,75.29000000000009,471.912558685446,8.016079812206575,117.7,-4.3,58.487558685446,100,0,49.056338028169016,36.27611502347421,4.704694835680755,56.377171361502526,14987.21,<1H OCEAN,1406961,464114,34659,127901
Santa Clara,2019,Canyon Fire,43,37.46,-121.22,2019-05-30 16:19:00+00:00,144,t,f,46.690000000000005,16.789999999999992,456.6623376623377,12.408441558441552,102.9,25.6,59.2311688311688,100,10,71.69155844155844,49.33474025974026,5.12077922077922,61.84285714285709,16664.46,<1H OCEAN,1486054,518634,55196,309327
Solano,2019,Glencove Fire ,48,38.07,-122.22,2019-10-27 11:52:15+00:00,140,f,f,111.20000000000013,47.949999999999996,450.303324099723,11.794321329639894,103.5,24.1,59.373961218836506,100,11,68.09418282548476,47.782825484764466,6.536565096952908,59.380747922437614,3226.6,INLAND,335352,112596,40955,155272
Alameda,2019,Patterson Fire,1,37.72,-121.56,2019-08-21 17:56:05+00:00,139,t,f,141.8700000000001,57.87000000000009,430.44684854186266,11.761335841956715,101.6,26.8,57.89623706491065,100,9,70.88334901222954,47.97704609595478,3.985042333019755,60.73621825023519,10684.09,<1H OCEAN,1257144,475074,43726,228486
Lassen,2019,Horse Fire,18,40.56,-120.54,2019-08-24 16:33:58+00:00,131,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,403.76,INLAND,27214,8543,27049,76176
Ventura,2019,South Fire ,56,34.37,-118.96,2019-07-14 11:45:00+00:00,131,t,f,141.3199999999999,66.74000000000004,473.423828125,12.518652343749991,98,30.9,60.66259765624999,100,0,68.1640625,48.698925781250054,3.795312499999995,63.82695312499995,5344.04,<1H OCEAN,663408,215793,47464,261187
Lassen,2019,R-1 Fire,18,40.89,-120.34,2019-08-07 17:21:13+00:00,130,f,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,403.76,INLAND,27214,8543,27049,76176
Mendocino,2019,Usal Fire,23,39.83,-123.85,2019-07-27 23:36:00+00:00,130,t,f,40.04000000000004,12.489999999999998,462.2350597609562,11.534661354581665,105.7,21.3,60.410358565737035,97,9,63.254980079681275,47.16932270916331,3.6924302788844603,61.745019920318725,562.26,<1H OCEAN,79891,30231,26864,122931
Riverside,2019,Shady Fire,33,33.65,-116.17,2019-05-18 22:53:00+00:00,130,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Santa Clara,2019,Reservoir Fire,43,37.47,-121.84,2019-09-21 11:49:00+00:00,128,t,f,46.690000000000005,16.789999999999992,456.6623376623377,12.408441558441552,102.9,25.6,59.2311688311688,100,10,71.69155844155844,49.33474025974026,5.12077922077922,61.84285714285709,16664.46,<1H OCEAN,1486054,518634,55196,309327
Modoc,2019,Goose 2 Fire,25,41.91,-120.31,2019-07-17 16:13:41+00:00,128,f,f,47.18000000000005,12.419999999999991,423.34615384615387,6.922252747252743,90.9,-2.2,46.45000000000001,99,7,62.62637362637363,33.37857142857143,4.943956043956044,50.58269230769228,145.17,INLAND,9678,3711,22668,51162
Fresno,2019,Hill Fire,10,36.67,-119.3,2019-05-29 17:18:00+00:00,121,t,f,465.42999999999955,77.31000000000003,464.2555034283652,10.797149043666558,108.7,22.8,63.23367015517857,100,1,55.79971129556117,45.394117647058785,4.5240346445326685,64.73922771562614,7387.26,INLAND,658377,218167,29646,86713
San Diego,2019,Weisgarber Fire,37,33.4,-117.3,2019-06-20 14:56:00+00:00,120,t,t,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
San Luis Obispo,2019,Bitter Fire ,40,35.57,-120.12,2019-06-10 11:55:00+00:00,120,t,f,195.15999999999988,69.71000000000019,439.9033149171271,11.583563535911594,101.6,22.3,57.36035911602216,100,3,71.97582872928177,47.582734806629894,3.462569060773476,61.41401933701658,1707.39,<1H OCEAN,215857,79734,32509,217929
Kern,2019,Woody Fire,15,35.65,-118.93,2019-04-30 18:37:00+00:00,115,f,f,296.76000000000033,64.22999999999999,479.12663495838285,10.219916765755046,108.8,19,64.10856123662305,100,3,51.12068965517241,43.39120095124851,4.442925089179549,66.40677764565986,17105.08,INLAND,528995,179480,30395,84960
Los Angeles,2019,West Fire ,19,34.68,-118.34,2019-08-13 14:37:54+00:00,105,t,f,553.7700000000013,196.67999999999992,454.3899560922064,11.335647639956079,119.8,12.5,62.013611416026386,100,2,59.339462129527995,45.58479692645445,4.074972557628975,62.88644346871567,66118.67,<1H OCEAN,8777895,2970038,43788,255083
Modoc,2019,Meadow Fire (Not a CAL FIRE incident),25,41.44,-120.24,2019-08-02 16:53:18+00:00,103,f,f,47.18000000000005,12.419999999999991,423.34615384615387,6.922252747252743,90.9,-2.2,46.45000000000001,99,7,62.62637362637363,33.37857142857143,4.943956043956044,50.58269230769228,145.17,INLAND,9678,3711,22668,51162
Santa Barbara,2019,Range Fire,42,34.67,-119.95,2019-07-28 22:39:05+00:00,100,f,f,167.79000000000013,40.560000000000045,434.1883445945946,11.09383445945946,104.3,19.6,58.83707770270264,100,2,65.21621621621621,45.721959459459505,4.078293918918911,66.71951013513517,2757.61,<1H OCEAN,356294,125486,42938,274577
San Diego,2019,Border Fire,37,32.57,-116.75,2019-07-12 13:20:39+00:00,100,t,f,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
Riverside,2019,Kennedy Fire,33,33.9,-117.17,2019-09-21 17:22:00+00:00,98,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
San Diego,2019,Sawday Fire ,37,33.06,-116.74,2019-10-25 10:52:04+00:00,97,t,t,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
Riverside,2019,Orange fire,33,33.81,-117.12,2019-07-13 10:36:00+00:00,96,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
San Luis Obispo,2019,Thompson Fire ,40,35,-120.44,2019-07-24 20:09:59+00:00,95,t,f,195.15999999999988,69.71000000000019,439.9033149171271,11.583563535911594,101.6,22.3,57.36035911602216,100,3,71.97582872928177,47.582734806629894,3.462569060773476,61.41401933701658,1707.39,<1H OCEAN,215857,79734,32509,217929
Riverside,2019,Toro Fire ,33,33.74,-117.33,2019-08-05 15:36:23+00:00,94,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Ventura,2019,Wendy Fire,56,34.16,-118.95,2019-10-10 21:28:58+00:00,91,f,f,141.3199999999999,66.74000000000004,473.423828125,12.518652343749991,98,30.9,60.66259765624999,100,0,68.1640625,48.698925781250054,3.795312499999995,63.82695312499995,5344.04,<1H OCEAN,663408,215793,47464,261187
Siskiyou,2019,Bar Fire,47,41.75,-123,2019-09-15 15:52:00+00:00,91,f,f,149.45000000000041,45.710000000000015,373.15271317829456,7.281317829457368,96.9,-5,46.4368217054264,100,0,66.1062015503876,34.80705426356587,4.401937984496126,50.90984496124037,495.64,INLAND,43531,17302,21730,68233
San Joaquin,2019,Whiskey Fire,39,37.96,-121.47,2019-07-16 18:44:15+00:00,90,t,f,211.07000000000016,59.89000000000002,439.95762711864404,12.281355932203375,104.7,23.8,60.18128531073453,100,0,68.79237288135593,49.03170903954805,4.930014124293791,60.783686440678046,5583.34,INLAND,477524,157688,32845,130474
Shasta,2019,Trinity Fire,45,40.41,-122.67,2019-06-26 15:35:00+00:00,90,t,f,100.24999999999994,77.29999999999997,424.8567493112948,9.264738292011025,105.7,1.3,55.07451790633608,100,6,62.38980716253444,40.79972451790633,4.1668044077134985,56.40909090909085,1535.59,INLAND,147036,55966,26161,91451
El Dorado,2019,Country Fire,9,38.9,-120.95,2019-09-03 14:57:31+00:00,85,t,t,105.68000000000012,72.94,425.0056179775281,9.874297752808978,103.3,23.5,59.644522471910065,100,9,57.912921348314605,42.787499999999966,4.779213483146069,57.70126404494381,1227.89,INLAND,123513,45832,34418,147732
Sacramento,2019,Browns Fire,34,38.35,-121.12,2019-08-02 09:23:00+00:00,84,t,f,157.44000000000008,58.91000000000003,423.20899718837865,11.52296157450797,106.4,26.2,60.4569821930647,100,9,64.79662605435801,47.38219306466723,5.219306466729155,61.18772258669156,10828.22,INLAND,1038540,393377,35381,137383
Tuolumne,2019,Tulloch Fire,55,37.84,-120.63,2019-09-23 15:55:57+00:00,83,t,f,158.09999999999997,41.69000000000004,446.04820415879016,12.820132325141776,101.5,24.6,60.777977315689846,100,0,70.16446124763705,50.1052930056711,4.785255198487716,61.46294896030247,452.64,INLAND,48456,17953,28035,124328
Siskiyou,2019,Tree Fire,47,41.83,-122.66,2019-07-27 10:15:00+00:00,83,f,f,149.45000000000041,45.710000000000015,373.15271317829456,7.281317829457368,96.9,-5,46.4368217054264,100,0,66.1062015503876,34.80705426356587,4.401937984496126,50.90984496124037,495.64,INLAND,43531,17302,21730,68233
Solano,2019,Timm Fire ,48,38.45,-121.97,2019-08-13 15:41:24+00:00,81,t,f,111.20000000000013,47.949999999999996,450.303324099723,11.794321329639894,103.5,24.1,59.373961218836506,100,11,68.09418282548476,47.782825484764466,6.536565096952908,59.380747922437614,3226.6,INLAND,335352,112596,40955,155272
San Bernardino,2019,Milpas Fire,36,34.42,-117.1,2019-07-22 19:45:27+00:00,81,t,f,283.5400000000004,75.29000000000009,471.912558685446,8.016079812206575,117.7,-4.3,58.487558685446,100,0,49.056338028169016,36.27611502347421,4.704694835680755,56.377171361502526,14987.21,<1H OCEAN,1406961,464114,34659,127901
Riverside,2019,Meadow Fire,33,33.51,-116.79,2019-07-16 13:45:43+00:00,81,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Butte,2019,Nelson Fire ,4,39.55,-121.8,2019-10-24 14:43:10+00:00,80,t,f,98.34000000000007,56.600000000000016,424.3328729281768,12.621132596685092,103.9,26.7,60.62707182320437,100,1,67.6671270718232,49.05676795580114,3.685911602209949,61.37334254143648,1396.25,INLAND,182120,71665,23777,90108
Riverside,2019,Ivy Fire,33,33.78,-117.49,2019-08-25 10:58:28+00:00,80,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
San Diego,2019,Border 9 Fire,37,32.57,-116.76,2019-08-15 16:24:24+00:00,80,t,f,264.88000000000034,88.2200000000002,454.2333155365723,13.359156433529105,114.9,26.1,63.52973838761343,100,0,67.01494927923117,50.51628403630542,3.3119060331019816,65.81601708489048,19047.67,<1H OCEAN,2444026,882162,41120,208943
Santa Clara,2019,Sweigert Fire ,43,37.43,-121.81,2019-07-24 20:01:44+00:00,80,t,f,46.690000000000005,16.789999999999992,456.6623376623377,12.408441558441552,102.9,25.6,59.2311688311688,100,10,71.69155844155844,49.33474025974026,5.12077922077922,61.84285714285709,16664.46,<1H OCEAN,1486054,518634,55196,309327
Riverside,2019,Lincoln Fire,33,33.57,-116.08,2019-07-12 17:15:31+00:00,80,t,f,672.1299999999958,98.83000000000018,473.76168848517233,11.150333956719233,123.7,23.4,67.20595778787079,100,0,50.044883783061714,45.43465134918488,4.407507347047825,64.94288004274647,15520.13,<1H OCEAN,1159159,400110,34210,141866
Yuba,2019,Scott Fire,58,39.25,-121.32,2019-06-25 13:51:09+00:00,80,t,f,50.31000000000002,38.850000000000016,389.3659217877095,10.772625698324022,102.8,28.5,62.072067039106145,99,7,57.332402234636874,45.23156424581004,4.482681564245802,62.480446927374345,511.73,INLAND,58228,19776,23159,76391
Yuba,2019,Scott Fire,58,39.25,-121.32,2019-06-24 11:57:00+00:00,80,t,f,50.31000000000002,38.850000000000016,389.3659217877095,10.772625698324022,102.8,28.5,62.072067039106145,99,7,57.332402234636874,45.23156424581004,4.482681564245802,62.480446927374345,511.73,INLAND,58228,19776,23159,76391
